id,crime_type,address,description,reported_at,latitude,longitude
219,Theft,"MI Road, Jaipur, Rajasthan",Reported theft incident.,2025-03-26T21:41:01.166275Z,26.9124,75.7873
220,Assault,"Hazratganj, Lucknow, Uttar Pradesh",Reported assault incident.,2025-03-20T00:42:57.166290Z,26.8561,80.9346
221,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-26T03:06:11.166308Z,12.9716,77.5946
222,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-03T22:51:23.166326Z,22.5832,88.4088
223,Kidnapping,"MI Road, Jaipur, Rajasthan",Reported kidnapping incident.,2025-03-09T01:39:54.166342Z,26.9124,75.7873
224,Burglary,"Salt Lake, Kolkata, West Bengal",Reported burglary incident.,2025-03-01T19:32:35.166399Z,22.5832,88.4088
225,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-17T00:39:55.166416Z,12.9716,77.5946
226,Murder,"Anna Salai, Chennai, Tamil Nadu",Reported murder incident.,2025-03-07T08:09:34.166538Z,13.063,80.2606
227,Burglary,"MI Road, Jaipur, Rajasthan",Reported burglary incident.,2025-03-28T20:26:20.166558Z,26.9124,75.7873
228,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-03-23T19:26:00.166574Z,12.9716,77.5946
229,Vandalism,"Sector 17, Chandigarh",Reported vandalism incident.,2025-03-08T15:29:25.166590Z,30.7353,76.7789
230,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-17T12:52:23.166606Z,22.5832,88.4088
231,Kidnapping,"Charminar, Hyderabad, Telangana",Reported kidnapping incident.,2025-03-19T16:12:20.166621Z,17.3616,78.4747
232,Kidnapping,"Marine Drive, Mumbai, Maharashtra",Reported kidnapping incident.,2025-03-13T08:53:36.166637Z,18.9436,72.8235
233,Burglary,"Anna Salai, Chennai, Tamil Nadu",Reported burglary incident.,2025-03-05T20:56:18.166652Z,13.063,80.2606
234,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-24T01:58:25.166670Z,17.3616,78.4747
235,Assault,"Sector 17, Chandigarh",Reported assault incident.,2025-03-07T10:51:49.166684Z,30.7353,76.7789
236,Murder,"Salt Lake, Kolkata, West Bengal",Reported murder incident.,2025-03-06T23:45:45.166698Z,22.5832,88.4088
237,Assault,"MI Road, Jaipur, Rajasthan",Reported assault incident.,2025-03-10T04:57:44.166712Z,26.9124,75.7873
238,Murder,"Marine Drive, Mumbai, Maharashtra",Reported murder incident.,2025-03-26T14:02:23.166726Z,18.9436,72.8235
239,Theft,"Hazratganj, Lucknow, Uttar Pradesh",Reported theft incident.,2025-03-01T17:33:18.166741Z,26.8561,80.9346
240,Burglary,"Marine Drive, Mumbai, Maharashtra",Reported burglary incident.,2025-03-04T07:51:30.166754Z,18.9436,72.8235
241,Assault,"Sector 17, Chandigarh",Reported assault incident.,2025-03-28T00:01:02.166768Z,30.7353,76.7789
242,Theft,"Charminar, Hyderabad, Telangana",Reported theft incident.,2025-03-24T21:00:46.166782Z,17.3616,78.4747
243,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-14T07:34:06.166829Z,17.3616,78.4747
244,Burglary,"MI Road, Jaipur, Rajasthan",Reported burglary incident.,2025-03-02T01:30:01.166845Z,26.9124,75.7873
245,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-18T15:20:51.166863Z,22.5832,88.4088
246,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-07T00:10:18.166880Z,17.3616,78.4747
247,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-10T09:51:00.166897Z,28.6328,77.2197
248,Fraud,"Salt Lake, Kolkata, West Bengal",Reported fraud incident.,2025-03-06T14:30:18.166914Z,22.5832,88.4088
249,Assault,"Marine Drive, Mumbai, Maharashtra",Reported assault incident.,2025-03-19T07:50:27.166932Z,18.9436,72.8235
250,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-03-23T04:49:52.166948Z,12.9716,77.5946
251,Murder,"Anna Salai, Chennai, Tamil Nadu",Reported murder incident.,2025-03-09T18:00:44.166968Z,13.063,80.2606
252,Assault,"Hazratganj, Lucknow, Uttar Pradesh",Reported assault incident.,2025-03-10T13:18:40.166985Z,26.8561,80.9346
253,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-28T20:31:57.167001Z,22.5832,88.4088
254,Fraud,"Salt Lake, Kolkata, West Bengal",Reported fraud incident.,2025-03-17T20:57:28.167019Z,22.5832,88.4088
255,Theft,"Anna Salai, Chennai, Tamil Nadu",Reported theft incident.,2025-03-29T14:34:16.167037Z,13.063,80.2606
256,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-11T16:05:20.167054Z,17.3616,78.4747
257,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-10T04:08:04.167070Z,17.3616,78.4747
258,Fraud,"Hazratganj, Lucknow, Uttar Pradesh",Reported fraud incident.,2025-03-12T08:18:29.167087Z,26.8561,80.9346
259,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-20T03:36:33.167103Z,17.3616,78.4747
260,Theft,"Charminar, Hyderabad, Telangana",Reported theft incident.,2025-03-25T20:24:56.167119Z,17.3616,78.4747
261,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-21T14:06:31.167135Z,12.9716,77.5946
262,Theft,"Gandhi Nagar, Jammu",Reported theft incident.,2025-03-20T09:46:28.167171Z,32.7186,74.8581
263,Burglary,"Connaught Place, New Delhi",Reported burglary incident.,2025-03-19T07:15:18.167191Z,28.6328,77.2197
264,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-30T04:22:09.167206Z,28.6328,77.2197
265,Murder,"Gandhi Nagar, Jammu",Reported murder incident.,2025-03-17T23:41:54.167223Z,32.7186,74.8581
266,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-16T13:25:57.167239Z,12.9716,77.5946
267,Drug Possession,"Anna Salai, Chennai, Tamil Nadu",Reported drug possession incident.,2025-03-29T01:22:53.167257Z,13.063,80.2606
268,Vandalism,"MG Road, Bengaluru, Karnataka",Reported vandalism incident.,2025-03-22T05:43:51.167273Z,12.9716,77.5946
269,Fraud,"Connaught Place, New Delhi",Reported fraud incident.,2025-03-27T03:54:47.167290Z,28.6328,77.2197
270,Murder,"Connaught Place, New Delhi",Reported murder incident.,2025-03-28T11:59:38.167481Z,28.6328,77.2197
271,Fraud,"Salt Lake, Kolkata, West Bengal",Reported fraud incident.,2025-03-09T22:11:10.167499Z,22.5832,88.4088
272,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-02T11:22:04.167515Z,32.7186,74.8581
273,Drug Possession,"Charminar, Hyderabad, Telangana",Reported drug possession incident.,2025-03-21T05:25:55.167531Z,17.3616,78.4747
274,Kidnapping,"Marine Drive, Mumbai, Maharashtra",Reported kidnapping incident.,2025-03-01T20:43:17.167552Z,18.9436,72.8235
275,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-22T13:27:47.167568Z,12.9716,77.5946
276,Drug Possession,"MI Road, Jaipur, Rajasthan",Reported drug possession incident.,2025-03-20T08:53:40.167584Z,26.9124,75.7873
277,Kidnapping,"MI Road, Jaipur, Rajasthan",Reported kidnapping incident.,2025-03-10T11:57:33.167601Z,26.9124,75.7873
278,Vandalism,"Anna Salai, Chennai, Tamil Nadu",Reported vandalism incident.,2025-03-26T18:13:51.167616Z,13.063,80.2606
279,Kidnapping,"Salt Lake, Kolkata, West Bengal",Reported kidnapping incident.,2025-03-24T09:00:05.167873Z,22.5832,88.4088
280,Assault,"Sector 17, Chandigarh",Reported assault incident.,2025-03-09T03:03:55.167898Z,30.7353,76.7789
281,Fraud,"Salt Lake, Kolkata, West Bengal",Reported fraud incident.,2025-03-20T15:31:57.167914Z,22.5832,88.4088
282,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-13T16:16:20.167932Z,22.5832,88.4088
283,Theft,"MI Road, Jaipur, Rajasthan",Reported theft incident.,2025-03-22T04:20:14.167970Z,26.9124,75.7873
284,Murder,"Sector 17, Chandigarh",Reported murder incident.,2025-03-01T03:12:52.167987Z,30.7353,76.7789
285,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-04T01:57:07.168004Z,17.3616,78.4747
286,Assault,"Connaught Place, New Delhi",Reported assault incident.,2025-03-12T20:31:55.168022Z,28.6328,77.2197
287,Fraud,"Sector 17, Chandigarh",Reported fraud incident.,2025-03-11T15:15:42.168039Z,30.7353,76.7789
288,Murder,"Hazratganj, Lucknow, Uttar Pradesh",Reported murder incident.,2025-03-29T18:46:41.168055Z,26.8561,80.9346
289,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-17T17:43:25.168070Z,28.6328,77.2197
290,Fraud,"Marine Drive, Mumbai, Maharashtra",Reported fraud incident.,2025-03-02T05:49:37.168086Z,18.9436,72.8235
291,Fraud,"Sector 17, Chandigarh",Reported fraud incident.,2025-03-22T03:29:08.168102Z,30.7353,76.7789
292,Burglary,"MG Road, Bengaluru, Karnataka",Reported burglary incident.,2025-03-17T09:26:13.168119Z,12.9716,77.5946
293,Theft,"Anna Salai, Chennai, Tamil Nadu",Reported theft incident.,2025-03-30T05:38:46.168136Z,13.063,80.2606
294,Assault,"Hazratganj, Lucknow, Uttar Pradesh",Reported assault incident.,2025-03-17T02:43:34.168152Z,26.8561,80.9346
295,Burglary,"Gandhi Nagar, Jammu",Reported burglary incident.,2025-03-20T10:15:56.168168Z,32.7186,74.8581
296,Kidnapping,"Marine Drive, Mumbai, Maharashtra",Reported kidnapping incident.,2025-03-02T02:23:34.168184Z,18.9436,72.8235
297,Assault,"Connaught Place, New Delhi",Reported assault incident.,2025-03-13T05:28:40.168201Z,28.6328,77.2197
298,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-20T12:25:19.168217Z,28.6328,77.2197
299,Kidnapping,"Hazratganj, Lucknow, Uttar Pradesh",Reported kidnapping incident.,2025-03-24T14:19:19.168233Z,26.8561,80.9346
300,Burglary,"Sector 17, Chandigarh",Reported burglary incident.,2025-03-14T08:48:17.168250Z,30.7353,76.7789
301,Kidnapping,"Sector 17, Chandigarh",Reported kidnapping incident.,2025-03-03T08:25:12.168266Z,30.7353,76.7789
302,Kidnapping,"Anna Salai, Chennai, Tamil Nadu",Reported kidnapping incident.,2025-03-17T17:10:23.168282Z,13.063,80.2606
303,Theft,"Marine Drive, Mumbai, Maharashtra",Reported theft incident.,2025-03-29T07:21:52.168298Z,18.9436,72.8235
304,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-15T00:52:43.168314Z,12.9716,77.5946
305,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-16T07:45:04.168330Z,22.5832,88.4088
306,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-03-22T07:16:31.168346Z,12.9716,77.5946
307,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-04T17:55:29.168362Z,32.7186,74.8581
308,Vandalism,"MI Road, Jaipur, Rajasthan",Reported vandalism incident.,2025-03-21T04:57:17.168378Z,26.9124,75.7873
309,Kidnapping,"Sector 17, Chandigarh",Reported kidnapping incident.,2025-03-24T22:00:23.168394Z,30.7353,76.7789
310,Kidnapping,"Hazratganj, Lucknow, Uttar Pradesh",Reported kidnapping incident.,2025-03-08T21:44:22.168410Z,26.8561,80.9346
311,Burglary,"MG Road, Bengaluru, Karnataka",Reported burglary incident.,2025-03-31T05:32:56.168425Z,12.9716,77.5946
312,Vandalism,"Salt Lake, Kolkata, West Bengal",Reported vandalism incident.,2025-03-04T07:30:37.168442Z,22.5832,88.4088
313,Kidnapping,"Anna Salai, Chennai, Tamil Nadu",Reported kidnapping incident.,2025-03-23T08:07:30.168457Z,13.063,80.2606
314,Kidnapping,"Anna Salai, Chennai, Tamil Nadu",Reported kidnapping incident.,2025-03-09T16:56:12.168473Z,13.063,80.2606
315,Burglary,"Anna Salai, Chennai, Tamil Nadu",Reported burglary incident.,2025-03-10T19:10:59.168490Z,13.063,80.2606
316,Murder,"Sector 17, Chandigarh",Reported murder incident.,2025-03-06T23:22:34.168507Z,30.7353,76.7789
317,Assault,"Sector 17, Chandigarh",Reported assault incident.,2025-03-08T17:43:02.168522Z,30.7353,76.7789
318,Kidnapping,"MI Road, Jaipur, Rajasthan",Reported kidnapping incident.,2025-03-10T03:15:24.168542Z,26.9124,75.7873
319,Kidnapping,"Marine Drive, Mumbai, Maharashtra",Reported kidnapping incident.,2025-03-20T17:45:34.168560Z,18.9436,72.8235
320,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-21T14:09:33.168576Z,26.8561,80.9346
321,Burglary,"Marine Drive, Mumbai, Maharashtra",Reported burglary incident.,2025-03-27T21:47:15.168593Z,18.9436,72.8235
322,Murder,"Connaught Place, New Delhi",Reported murder incident.,2025-03-27T09:20:35.168609Z,28.6328,77.2197
323,Assault,"Sector 17, Chandigarh",Reported assault incident.,2025-03-21T11:36:28.168625Z,30.7353,76.7789
324,Drug Possession,"Hazratganj, Lucknow, Uttar Pradesh",Reported drug possession incident.,2025-03-13T13:14:06.168641Z,26.8561,80.9346
325,Drug Possession,"Sector 17, Chandigarh",Reported drug possession incident.,2025-03-28T23:14:08.168657Z,30.7353,76.7789
326,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-20T19:21:34.168675Z,26.8561,80.9346
327,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-05T20:24:34.168690Z,22.5832,88.4088
328,Fraud,"Salt Lake, Kolkata, West Bengal",Reported fraud incident.,2025-03-10T20:13:23.168707Z,22.5832,88.4088
329,Murder,"Marine Drive, Mumbai, Maharashtra",Reported murder incident.,2025-03-08T19:57:55.168724Z,18.9436,72.8235
330,Burglary,"Connaught Place, New Delhi",Reported burglary incident.,2025-03-12T02:11:13.168739Z,28.6328,77.2197
331,Assault,"Marine Drive, Mumbai, Maharashtra",Reported assault incident.,2025-03-02T23:07:41.168756Z,18.9436,72.8235
332,Assault,"Hazratganj, Lucknow, Uttar Pradesh",Reported assault incident.,2025-03-03T12:14:24.168771Z,26.8561,80.9346
333,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-02-28T17:57:56.168787Z,17.3616,78.4747
334,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-16T22:40:59.168802Z,12.9716,77.5946
335,Assault,"MI Road, Jaipur, Rajasthan",Reported assault incident.,2025-03-09T16:55:12.168818Z,26.9124,75.7873
336,Murder,"Connaught Place, New Delhi",Reported murder incident.,2025-03-02T04:02:03.168835Z,28.6328,77.2197
337,Fraud,"Connaught Place, New Delhi",Reported fraud incident.,2025-03-12T12:48:31.168851Z,28.6328,77.2197
338,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-27T11:58:10.168867Z,17.3616,78.4747
339,Murder,"MG Road, Bengaluru, Karnataka",Reported murder incident.,2025-03-03T05:21:02.168883Z,12.9716,77.5946
340,Theft,"Gandhi Nagar, Jammu",Reported theft incident.,2025-03-23T01:30:03.168900Z,32.7186,74.8581
341,Vandalism,"Connaught Place, New Delhi",Reported vandalism incident.,2025-03-13T20:20:50.168915Z,28.6328,77.2197
342,Murder,"Gandhi Nagar, Jammu",Reported murder incident.,2025-03-19T03:51:00.168931Z,32.7186,74.8581
343,Fraud,"Charminar, Hyderabad, Telangana",Reported fraud incident.,2025-03-04T22:40:57.168947Z,17.3616,78.4747
344,Vandalism,"Gandhi Nagar, Jammu",Reported vandalism incident.,2025-03-13T09:18:35.168963Z,32.7186,74.8581
345,Theft,"Charminar, Hyderabad, Telangana",Reported theft incident.,2025-03-29T10:37:12.168978Z,17.3616,78.4747
346,Kidnapping,"Salt Lake, Kolkata, West Bengal",Reported kidnapping incident.,2025-03-11T10:31:25.168994Z,22.5832,88.4088
347,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-29T13:59:07.169010Z,18.9436,72.8235
348,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-22T15:20:50.169026Z,26.8561,80.9346
349,Fraud,"Hazratganj, Lucknow, Uttar Pradesh",Reported fraud incident.,2025-03-05T04:51:08.169041Z,26.8561,80.9346
350,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-19T13:06:50.169060Z,17.3616,78.4747
351,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-04T16:01:09.169078Z,17.3616,78.4747
352,Theft,"MI Road, Jaipur, Rajasthan",Reported theft incident.,2025-03-29T15:57:58.169095Z,26.9124,75.7873
353,Drug Possession,"Sector 17, Chandigarh",Reported drug possession incident.,2025-03-27T04:05:47.169111Z,30.7353,76.7789
354,Assault,"Hazratganj, Lucknow, Uttar Pradesh",Reported assault incident.,2025-03-04T14:41:56.169128Z,26.8561,80.9346
355,Burglary,"Anna Salai, Chennai, Tamil Nadu",Reported burglary incident.,2025-03-07T07:01:52.169144Z,13.063,80.2606
356,Murder,"Gandhi Nagar, Jammu",Reported murder incident.,2025-03-27T04:35:29.169160Z,32.7186,74.8581
357,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-30T18:51:52.169176Z,32.7186,74.8581
358,Kidnapping,"Charminar, Hyderabad, Telangana",Reported kidnapping incident.,2025-03-02T23:11:28.169193Z,17.3616,78.4747
359,Fraud,"Salt Lake, Kolkata, West Bengal",Reported fraud incident.,2025-03-22T15:11:47.169213Z,22.5832,88.4088
360,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-20T16:03:51.169229Z,17.3616,78.4747
361,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-04T23:20:19.169245Z,12.9716,77.5946
362,Fraud,"Charminar, Hyderabad, Telangana",Reported fraud incident.,2025-03-11T20:56:20.169260Z,17.3616,78.4747
363,Fraud,"Connaught Place, New Delhi",Reported fraud incident.,2025-03-19T11:29:21.169276Z,28.6328,77.2197
364,Fraud,"Gandhi Nagar, Jammu",Reported fraud incident.,2025-03-09T04:46:48.169292Z,32.7186,74.8581
365,Assault,"Hazratganj, Lucknow, Uttar Pradesh",Reported assault incident.,2025-03-12T17:10:37.169308Z,26.8561,80.9346
366,Burglary,"MI Road, Jaipur, Rajasthan",Reported burglary incident.,2025-03-19T02:17:39.169324Z,26.9124,75.7873
367,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-04T09:24:00.169340Z,22.5832,88.4088
368,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-04T10:02:54.169359Z,12.9716,77.5946
369,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-12T16:10:21.169375Z,18.9436,72.8235
370,Assault,"Connaught Place, New Delhi",Reported assault incident.,2025-03-07T19:15:36.169392Z,28.6328,77.2197
371,Drug Possession,"Charminar, Hyderabad, Telangana",Reported drug possession incident.,2025-03-26T10:50:28.169408Z,17.3616,78.4747
372,Burglary,"Connaught Place, New Delhi",Reported burglary incident.,2025-03-08T14:54:38.169424Z,28.6328,77.2197
373,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-03-04T02:39:12.169440Z,12.9716,77.5946
374,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-14T02:05:26.169456Z,13.063,80.2606
375,Vandalism,"MG Road, Bengaluru, Karnataka",Reported vandalism incident.,2025-03-24T03:37:55.169472Z,12.9716,77.5946
376,Assault,"Marine Drive, Mumbai, Maharashtra",Reported assault incident.,2025-03-07T16:35:39.169488Z,18.9436,72.8235
377,Kidnapping,"Charminar, Hyderabad, Telangana",Reported kidnapping incident.,2025-03-21T11:05:46.169505Z,17.3616,78.4747
378,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-13T03:23:50.169520Z,17.3616,78.4747
379,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-18T05:47:35.169536Z,13.063,80.2606
380,Burglary,"Anna Salai, Chennai, Tamil Nadu",Reported burglary incident.,2025-03-11T07:41:10.169552Z,13.063,80.2606
381,Fraud,"MG Road, Bengaluru, Karnataka",Reported fraud incident.,2025-03-04T00:44:10.169568Z,12.9716,77.5946
382,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-16T00:46:07.169587Z,22.5832,88.4088
383,Drug Possession,"Charminar, Hyderabad, Telangana",Reported drug possession incident.,2025-03-12T01:28:44.169604Z,17.3616,78.4747
384,Murder,"MG Road, Bengaluru, Karnataka",Reported murder incident.,2025-03-14T03:43:47.169620Z,12.9716,77.5946
385,Drug Possession,"MI Road, Jaipur, Rajasthan",Reported drug possession incident.,2025-03-10T01:35:49.169636Z,26.9124,75.7873
386,Murder,"MI Road, Jaipur, Rajasthan",Reported murder incident.,2025-03-26T16:46:36.169651Z,26.9124,75.7873
387,Kidnapping,"Charminar, Hyderabad, Telangana",Reported kidnapping incident.,2025-03-07T14:43:30.169667Z,17.3616,78.4747
388,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-12T13:31:47.169682Z,17.3616,78.4747
389,Murder,"Hazratganj, Lucknow, Uttar Pradesh",Reported murder incident.,2025-03-12T21:16:09.169699Z,26.8561,80.9346
